ITEM-ID	DESC-1	DESC-2	VEND-ID	VEND-ITEM-ID	PROD-CLS	KEYWORD	STK-UOM	CST-UOM	PRC-UOM	TYPE	CHARACTERISTICS	BUYER-CD	ALW-SLS-HIST	ALW-SERIALIZED	WARRANTY ITEM	ALW-PERC-LVL-ADJ	ALW-COMMIS	ALW-LOT-INVEN	MFG-PUR-REP-SURCHG	PHANTOM	ALW-MODEL-ITEM	ALW-BACKFLUSH	REV-DT	EFF-DT	WGT-UOM	STD-CSTIML	COMMIS-PERC	UNT-WGT
164-9885-03         	BAR                      	REV 04                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	4	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/30/2003	      	0.55	0	0
164-9885-04         	BAR                      	REV 04                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	4	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/30/2003	      	0.49	0	0
1649813C1           	"BRACKET, MFLR SUPT       "	"NO REVISION, 01/21/86    "	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	3/16/1993	      	0	0	1
165-3825            	BRACKET ASSY             	REV 00                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	0	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/29/2003	      	8.77	0	0
165-3825-A          	BRACKET - A              	REV 00                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	0	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/29/2003	      	1.97	0	0
165-3825-B          	GUSSET                   	REV 00                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	0	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/29/2003	      	0.51	0	0
165-3825-C          	BAR                      	REV 00                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	0	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/29/2003	      	3.67	0	0
1656716C2           	BRKT MUD FLAT-FRT        	REV-E                    	      	                    	FGIN	NAVISTAR       	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	3/8/1993	      	0	5	1
16570               	                         	                         	      	                    	    	               	      	      	      	  	                              	   	 	 	 	 	 	 	 	 	 	 	        	        	      	0	0	0
166-1204            	GUARD RH                 	REV 03                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	3	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/30/2003	      	61.23	0	0
166-1207            	GUARD ASSY RH            	REV 03                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	3	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/30/2003	      	92.37	0	0
166-3747            	BRACKET ASSY             	REV 02                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	2	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/26/2003	      	8.8	0	0
166-3747-01         	GUSSET                   	REV 02                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	2	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/26/2003	      	0.65	0	0
166-3747-02         	PLATE                    	REV 02                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	2	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/26/2003	      	7.11	0	0
166-8395            	PLATE SIDE               	REV 05                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	5	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	1/9/2004	      	38.51	0	0
1660098C1           	ANGLE-BATT TRAY REINF    	REV-B                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	2/26/1992	      	0	0	1
1660098C2           	ANGLE-BATT TRAY REINF    	REV B                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	5/5/1993	        	      	0	0	1
1660693C3           	PLATE AIR SPRING         	EOQ 350 PCS              	      	                    	FGIN	NAVISTAR       	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	9/20/1994	      	6.96	5	0
1664374C2           	"COVER, BATTERY BOX       "	REV. L                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	10/23/2001	        	      	0	0	1
1664997             	ANCHORAGE  ASSY          	P01                      	      	                    	FGIN	VOLVO          	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	9/15/1999	      	0	0	0
1665037             	BRKT RAD. STAY ASSY      	P01    5 PC MIN          	      	                    	FGIN	VOLVO          	EA    	EA    	EA    	1	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	1/24/1995	      	0	0	0
1665038             	BRACKET                  	P 01                     	      	                    	PART	COMPONENT      	EA    	EA    	EA    	1	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	6/30/1992	      	5.25	0	1
1665039             	ANCHOR ROD               	P 01                     	      	                    	PART	COMPONENT      	EA    	EA    	EA    	1	                              	   	Y	 	 	 	N	 	M	 	 	 	        	5/30/1991	      	0	0	1
1665107             	BRKT                     	P 01                     	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	2/7/1991	LB    	0	0	1
1665321             	TUBE DY                  	                         	      	                    	PART	COMPONENT      	FT    	FT    	FT    	  	                              	   	Y	 	 	 	Y	 	P	 	 	 	        	6/12/1992	      	1.68	0	1
1668240C1           	BRKT                     	                         	      	                    	FGIN	UNIPRO         	EA    	EA    	EA    	  	                              	OS 	Y	 	 	 	Y	 	M	 	 	 	        	7/8/1993	      	0	5	1
1669758C1           	"BRACKET, FLEX STRAP      "	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	11/27/1991	      	0	0	1
1669760C1           	"STRAP ASSY, MFLR SUPT    "	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	11/27/1991	      	0	0	1
1669760C2           	STRAP                    	REV A                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	6/18/1992	      	0	0	1
1669765C2           	BRACKET                  	REV B                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	9/28/1992	      	0	0	1
16698               	BRACKET                  	                         	      	                    	PART	NOT PAINTED    	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	1/10/1994	      	0	5	1
167-7758            	PLATE                    	REV 00                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	0	                              	   	Y	Y	N	N	N	N	M	N	N	N	        	7/1/2003	LB    	14.06	0	25.93
167-8748            	PLATE                    	REV 02                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	2	                              	   	Y	Y	N	N	N	N	M	N	N	N	        	7/1/2003	      	9.71	0	0
1670416C1           	GUSSET                   	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	NAV	Y	 	 	 	N	 	M	 	 	 	        	2/9/1991	LB    	0	0	1
1670416C1GB         	GUSSET BACK              	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	NAV	Y	 	 	 	N	 	M	 	 	 	        	2/21/1991	LB    	0	0	1
1670416C1GF         	GUSSET FRONT             	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	NAV	Y	 	 	 	N	 	M	 	 	 	        	2/21/1991	LB    	0	0	1
1670417C1           	PLATE                    	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	NAV	Y	 	 	 	N	 	M	 	 	 	        	2/9/1991	LB    	0	0	1
1670418C1           	PLATE                    	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	NAV	Y	 	 	 	N	 	M	 	 	 	        	2/9/1991	LB    	0	0	1
1670419C1           	BRKT TORQUE ROD          	                         	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	NAV	Y	 	 	 	Y	 	M	 	 	 	        	        	LB    	0	5	1
1671428C1           	GUSSET-SLEEPER MTG       	REV. A                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	        	      	0	0	1
1671429C1           	"GUSSET, SLEEPER MTG      "	REV. A                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	        	      	0	0	1
1672234C2           	BRKT BRAKE               	REV-A                    	      	                    	FGIN	NAVISTAR       	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	3/25/1992	      	0	5	1
1672337 C1          	.625 PLATE               	BURN TO PRINT            	      	                    	PART	COMPONENT      	EA    	CWT   	LB    	  	                              	   	Y	 	 	 	N	 	P	 	 	 	        	8/15/1989	LB    	6.46	0	1
1672337C1           	PLATE                    	                         	      	                    	PART	COMPONENT      	EA    	CWT   	LB    	  	                              	NAV	Y	 	 	 	N	 	M	 	 	 	8/1/1989	        	LB    	6.46	0	1
1672338C1           	PLATE                    	NAVISTAR                 	      	                    	PART	COMPONENT      	EA    	CWT   	LB    	  	                              	NAV	Y	 	 	 	N	 	M	 	 	 	8/1/1989	        	LB    	7.17	0	1
1672339C1           	GUSSET                   	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	8/1/1989	        	LB    	0	0	1
1672340C1           	BRACKET TORQUE ROD       	                         	    NA	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	NAV	Y	 	 	 	Y	 	M	 	 	 	8/1/1989	        	LB    	0	5	1
1672535C1           	CROSSMEMBER              	REV A                    	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	NAV	Y	 	 	 	Y	 	M	 	 	 	        	        	LB    	0	5	1
1674689             	BRKT CA-PIPE ASSY        	B02                      	      	                    	FGIN	VOLVO          	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	10/5/1995	      	0	5	0
1674690             	BRKT CA-PIPE             	B02                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	10/5/1995	      	0	0	0
1674754             	ANCHORAGE ASSY.          	PO1 EOQ 58 /SP           	      	                    	FGIN	VOLVO          	EA    	EA    	EA    	  	                              	AA 	Y	 	 	 	Y	 	M	 	 	 	        	6/18/1992	      	0	5	1
1674755             	PLATE                    	P 01                     	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	OS 	Y	 	 	 	Y	 	M	 	 	 	        	6/18/1992	      	0	0	1
1674756             	BRACKET                  	P01                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	6/18/1992	      	0	0	1
1675469             	BRKT W/A RAD STAY        	P 01    DE               	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	DE 	Y	 	 	 	Y	 	M	 	 	 	        	5/30/1991	      	0	5	1
1675470             	BRKT RAD STAY            	P 01                     	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	5/30/1991	      	0	0	1
167549              	PLATE                    	REV #                    	      	                    	PART	GROVE          	EA    	EA    	EA    	# 	                              	PLT	Y	Y	N	N	Y	N	M	N	N	N	        	11/3/2004	      	5.45	0	0
167550              	RECTANGULAR TUBE         	REV #                    	      	                    	PART	GROVE          	EA    	EA    	EA    	# 	                              	TUB	Y	Y	N	N	Y	N	M	N	N	N	        	11/3/2004	      	184.26	0	0
167551              	PLATE                    	REV #                    	      	                    	PART	GROVE          	EA    	EA    	EA    	# 	                              	PLT	Y	Y	N	N	Y	N	M	N	N	N	        	11/3/2004	      	4.78	0	0
167557              	PLATE                    	REV #                    	      	                    	PART	GROVE          	EA    	EA    	EA    	# 	                              	PLT	Y	Y	N	N	Y	N	M	N	N	N	        	11/3/2004	      	13.59	0	0
1675600             	RETAINER BAR             	REV P01 N90454 CEL 100   	      	                    	FGIN	VOLVO          	EA    	EA    	EA    	  	                              	NEW	Y	 	 	 	Y	 	M	 	 	 	        	11/27/1996	      	0	0	0
1675869             	BRKT                     	EOQ 70                   	      	                    	FGIN	VOLVO          	EA    	EA    	EA    	  	                              	496	Y	 	 	 	Y	 	M	 	 	 	11/1/1991	11/1/1991	      	0	5	1
1675873C2           	"ANGLE, REINF             "	                         	      	                    	FGIN	NAVISTAR       	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	2/26/1992	      	0	5	1
1675874C2           	"ANGLE, REINF             "	                         	      	                    	FGIN	NAVISTAR       	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	2/26/1992	      	0	5	1
1676065             	BKT ASY FAN RING LWR     	REV P03;A-90760-10;EOQ188	      	                    	FGIN	VOLVO          	EA    	EA    	EA    	  	                              	496	Y	 	 	 	Y	 	M	 	 	 	        	8/18/1993	      	16.61	5	1
1676176             	BRKT                     	REV P03; A-90760-10      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	        	      	0	0	1
1676177             	GUSSET                   	P02                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	        	      	0	0	1
1676188             	BKT FAN RING RAD         	P01                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	8/19/1993	      	0	5	1
1676189             	SPACER                   	P01                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	        	      	0	0	1
1676190             	BRKT                     	P01                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	        	      	0	0	1
1676563             	BRKT EXH PIPE            	PO1  5 PC MIN            	      	                    	FGIN	VOLVO          	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	10/22/2001	      	0	0	0
1676719             	BRKT-RETURN SPRINGS      	P01                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	1/30/1997	      	0	0	0
1676719-1           	BRKT-RETURN SPRING       	P01                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	1/30/1997	      	0	0	0
1676719-2           	PIN                      	P01                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	1/29/1997	      	0	0	0
1677817C1           	GUSSET                   	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	NAV	Y	 	 	 	N	 	M	 	 	 	        	2/10/1991	LB    	0	0	1
1677818C1           	GUSSET                   	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	NAV	Y	 	 	 	N	 	M	 	 	 	        	2/10/1991	LB    	0	0	1
1677819C1           	PLATE                    	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	2/10/1991	LB    	0	0	1
1677820C1           	TORQUE ROD BRKT          	                         	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	NAV	Y	 	 	 	Y	 	M	 	 	 	        	10/24/1989	LB    	0	5	1
1677827C1           	PLATE                    	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	NAV	Y	 	 	 	N	 	M	 	 	 	        	2/10/1991	LB    	0	0	1
1677828C1           	BRKT-TORQUE ROD          	                         	      	                    	FGIN	NAVISTAR       	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	5/26/1998	      	0	0	0
168-8599            	SUPPORT ASSY             	REV 03                   	      	                    	FGIN	CAT            	EA    	EA    	EA    	3	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	6/9/2003	      	42.63	0	0
1682312C1           	BRKT VALVE MTG           	                         	      	                    	FGIN	NAVISTAR       	EA    	EA    	EA    	  	                              	OS 	Y	 	 	 	Y	 	M	 	 	 	        	4/16/1991	LB    	0	5	1
1682414C1           	BRKT-BATT BOX MTG        	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	2/26/1992	      	0	0	1
1682414C2           	BRKT-BATT BOX MTG        	REV. NO. A  11/29/94     	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	11/29/1994	12/7/1994	      	0	0	0
1682415C1           	PLATE END BATT BOX       	REV A                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	10/22/2001	        	      	0	0	1
1682416C1           	"PLATE, BTRY BOX COVER    "	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	        	      	0	0	1
1682416C2           	PLATE BATT BOX           	REV A                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	10/23/2001	        	      	0	0	0
1682417C1           	COVER BATT BOX           	REV A                    	      	                    	FGIN	NAVISTAR       	EA    	EA    	EA    	  	SAME AS 2027686P1 (BLACK)     	   	Y	 	 	 	Y	 	M	 	 	 	10/23/2001	10/11/1993	      	0	5	1
1682417C2           	COVER BATT BOX           	REV A                    	      	                    	FGIN	NAVISTAR       	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	10/23/2001	      	0	0	0
1682418C1           	TRAY-BATT BOX            	                         	      	                    	FGIN	NAVISTAR       	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	2/26/1992	      	0	0	1
1682418C2           	TRAY-BATTERY BOX         	REV. NO. B  03/12/99     	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	3/12/1999	3/23/1999	      	0	0	0
1682419C92          	BOX ASSY BATTERY         	                         	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	2/25/1992	      	0	5	1
1682419C93          	BOX ASSY BATTERY         	REV C  P43242R           	      	                    	FGIN	NAVISTAR       	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	12/7/1994	      	0	0	0
1682419C94          	"BOX, BATTERY ASSEMBLY    "	REV. NO. D  01/29/99     	      	                    	FGIN	NAVISTAR       	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	1/29/1999	2/23/1999	      	34.62	0	0
168989              	EAR                      	REV #                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	# 	                              	   	Y	Y	N	N	Y	N	M	N	N	N	2/1/1982	10/16/2003	      	3.24	0	0
169-0645            	PLATE                    	REV 01                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	N	N	M	N	N	N	        	7/1/2003	      	7.06	0	0
169-2693            	PLATE ASSY               	REV 01                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/30/2003	      	23.58	0	0
169114              	GUSSET                   	REV #                    	      	                    	PART	GROVE          	EA    	EA    	EA    	# 	                              	GUS	Y	Y	N	N	Y	N	M	N	N	N	        	11/3/2004	      	3.16	0	0
169250              	POINTER                  	REV 2                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	1/1/2002	10/30/2003	      	10.62	0	0
169323H92           	PLATE WELDMENT           	REV A  66212H            	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	3/7/1995	      	0	5	0
1694313             	WORM CLAMP               	PO4                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	P	 	 	 	1/12/1989	        	LB    	0	5	1
169676              	PINION GEAR COVER        	REV #                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	# 	                              	   	Y	Y	N	N	Y	N	M	N	N	N	8/1/1983	11/6/2003	      	19.43	5	0
169689              	PLATE                    	REV #                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	# 	                              	   	Y	Y	N	N	Y	N	M	N	N	N	8/1/1983	11/6/2003	      	8.35	0	0
169692              	CHANNEL                  	REV #                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	# 	                              	   	Y	Y	N	N	Y	N	M	N	N	N	8/1/1983	11/6/2003	      	15.55	0	0
169757              	END COVER                	REV 2                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	3/1/2001	2/4/2004	      	16.72	0	0
169758              	END COVER                	REV 1                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	1	                              	COV	Y	Y	N	N	Y	N	M	N	N	N	3/1/2001	10/15/2004	      	29.94	0	0
169758S             	END COVER   SERVICE      	REV 1                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	        	      	0	0	0
169759              	CONSOLE                  	REV 15                   	      	                    	FGIN	GROVE          	EA    	EA    	EA    	15	                              	   	Y	Y	N	N	Y	N	M	N	N	N	3/1/2001	12/23/2003	      	146.18	0	0
169759S             	CONSOLE   SERVICE        	REV 15                   	      	                    	FGIN	GROVE          	EA    	EA    	EA    	15	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	        	      	0	0	0
169760              	FRONT COVER              	REV 2                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	2	                              	   	Y	Y	N	N	Y	N	M	N	N	N	3/1/2001	1/26/2004	      	71.25	0	0
169760S             	FRONT COVER REV 2        	SERVICE                  	      	                    	FGIN	GROVE          	EA    	EA    	EA    	2	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	        	      	71.25	0	0
170-1859            	PLATE                    	REV 01                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	N	N	M	N	N	N	        	7/1/2003	LB    	1.46	0	1.72
170-1924            	GUARD-HITCH              	REV 01                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	N	N	M	N	N	N	        	7/1/2003	      	9.09	0	0
170-8056            	SUPPORT                  	REV 00                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	0	                              	   	Y	Y	N	N	N	N	M	N	N	N	        	7/1/2003	      	9.51	0	0
17002-0040          	BRKT-PLATE SUPPORT       	DE                       	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	DE 	Y	 	 	 	Y	 	M	 	 	 	        	3/21/1991	LB    	0	5	1
17002-0061          	BRKT-FUEL FILTER         	P02  DE   N01664 RUN 8   	      	                    	FGIN	AUTOCAR        	EA    	EA    	EA    	2	                              	   	Y	 	 	 	Y	 	M	 	 	 	2/13/1992	3/21/1991	LB    	0	0	1
17002-0109          	BKT                      	PO4                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	N	Y	 	M	 	 	 	2/16/1989	        	LB    	0	5	1
17002-0115          	BKT AY                   	PO3                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	N	Y	 	M	 	 	 	11/10/1988	        	LB    	0	5	1
17002-0118          	BKT                      	PO3                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	N	Y	 	M	 	 	 	11/10/1988	        	LB    	0	5	1
17002-0127          	BKT                      	PO3                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	N	Y	 	M	 	 	 	11/10/1988	        	LB    	0	5	1
17002-0141          	BKT                      	REV 02; C00100; DE       	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	DE 	Y	 	 	N	Y	 	M	 	 	 	4/14/1994	11/10/1988	LB    	0	5	1
17002-0142          	BKT                      	P 02                     	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	N	Y	 	M	 	 	 	11/10/1988	        	LB    	0	5	1
17002-0145          	BKT                      	PO4                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	N	Y	 	M	 	 	 	2/16/1989	        	LB    	0	5	1
17002-0151          	BKT FUEL FILTER          	P03   T656528            	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	3/23/1993	      	0	5	1
17002-0154          	BKT FUEL FILTER          	PO1                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	10/29/1987	        	LB    	0	5	1
17002-0166          	FUEL FILTER BRACKET      	PO 2                     	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	        	LB    	0	5	1
17002-0172          	BRACKET FUEL FILTER      	                         	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	        	LB    	0	5	1
17002-0175          	BRKT FUEL FILTER         	PO 3                     	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	2/16/1990	LB    	0	5	1
17002-8000          	BKT FUEL HTR             	PO1                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	2/17/1989	        	LB    	0	5	1
17002-8006          	BRACKET                  	PO1 470002 CEL 46        	      	                    	FGIN	VOLVO          	EA    	EA    	EA    	  	                              	OC 	Y	 	 	 	Y	 	M	 	 	 	        	6/18/1992	      	5.83	4.09	1
17011-0011          	BRKT FUEL FILTER         	02 N01664                	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	4/29/1991	LB    	0	0	1
17011-0021          	FUEL FILTER BRKT         	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	1/14/1989	LB    	0	0	1
170118              	ROTATION GEAR COVER      	REV 2                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	2/1/1987	11/7/2003	      	27.62	5	0
17012-0002          	GUSSET                   	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	4/29/1991	LB    	0	0	1
17012-0009          	GUSSET                   	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	1/14/1989	LB    	0	0	1
170454              	BAR                      	REV IR                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	IR	                              	   	Y	Y	N	N	Y	N	M	N	N	N	5/22/1985	6/22/2004	      	0	0	0
